1000,0.001267,0.001304,0.005275
4000,0.005581,0.006874,0.035587
7000,0.011028,0.014766,0.047033
10000,0.020587,0.020504,0.051486
13000,0.02154,0.023306,0.061976
16000,0.024605,0.022773,0.059822
19000,0.027886,0.027703,0.060969
22000,0.027605,0.024644,0.063079
25000,0.028362,0.025145,0.062264
28000,0.031237,0.026366,0.061362
31000,0.034783,0.029459,0.060843
34000,0.031843,0.029251,0.06056
37000,0.034704,0.029663,0.05883
40000,0.035584,0.031901,0.059114
43000,0.040147,0.031852,0.057819
46000,0.039986,0.032661,0.0586
49000,0.040326,0.03368,0.057916
52000,0.041367,0.034533,0.058887
55000,0.043322,0.036301,0.057873
58000,0.049287,0.037588,0.057756
61000,0.048582,0.037484,0.057697
64000,0.046488,0.03974,0.058239
67000,0.048331,0.04009,0.057361
70000,0.052907,0.043338,0.057767
73000,0.049467,0.044009,0.058035
76000,0.051591,0.043973,0.057605
79000,0.052285,0.045237,0.060205
82000,0.055693,0.047652,0.057386
85000,0.056542,0.048642,0.062495
88000,0.05521,0.049895,0.066054
91000,0.057522,0.05107,0.057141
94000,0.061626,0.051408,0.061017
97000,0.065844,0.054545,0.0585
100000,0.060843,0.054368,0.058357
103000,0.061773,0.05373,0.057474
106000,0.062662,0.056083,0.058358
109000,0.064968,0.058024,0.057955
112000,0.065678,0.06097,0.058301
115000,0.067462,0.058714,0.057651
118000,0.071421,0.062098,0.058692
121000,0.071578,0.061816,0.059922
124000,0.072023,0.063757,0.057893
127000,0.074175,0.06559,0.057674
130000,0.073538,0.064309,0.057249
133000,0.070723,0.063788,0.057441
136000,0.079958,0.067348,0.05696
139000,0.073518,0.068046,0.056971
142000,0.078876,0.066966,0.056835
145000,0.076338,0.06969,0.057184
148000,0.079688,0.071323,0.05772
151000,0.081689,0.070686,0.058935
154000,0.07913,0.073809,0.058264
157000,0.078881,0.075351,0.057117
160000,0.08197,0.077876,0.057304
163000,0.082231,0.077875,0.057177
166000,0.085442,0.083858,0.060143
169000,0.088515,0.079232,0.057386
172000,0.086635,0.079667,0.057156
175000,0.088374,0.085402,0.058056
178000,0.088878,0.083857,0.058565
181000,0.092667,0.08525,0.05873
184000,0.093599,0.083453,0.057256
187000,0.094918,0.086497,0.05813
190000,0.098115,0.085546,0.057272
193000,0.094101,0.088329,0.056864
196000,0.096157,0.091006,0.057506
199000,0.097529,0.089834,0.056758
202000,0.09819,0.09076,0.058563
205000,0.099587,0.091597,0.057839
208000,0.106714,0.092047,0.0563
211000,0.105597,0.093844,0.056506
214000,0.104608,0.096182,0.058091
217000,0.108788,0.094847,0.056104
220000,0.104807,0.095825,0.056623
223000,0.106421,0.100233,0.058866
226000,0.10677,0.100726,0.056599
229000,0.106964,0.101533,0.05787
232000,0.109963,0.101792,0.05619
235000,0.110526,0.107612,0.058383
238000,0.11353,0.106027,0.0565
241000,0.112167,0.107317,0.057631
244000,0.115423,0.105641,0.056869
247000,0.113794,0.114441,0.059303
250000,0.115418,0.106618,0.056615
253000,0.115679,0.108753,0.05798
256000,0.116829,0.109657,0.056755
259000,0.116137,0.112611,0.05727
262000,0.118425,0.112379,0.05545
265000,0.113768,0.119667,0.056658
268000,0.122498,0.112193,0.056618
271000,0.120984,0.118971,0.056609
274000,0.125242,0.125728,0.05736
277000,0.124162,0.118938,0.055254
280000,0.125336,0.119756,0.057353
283000,0.128929,0.121657,0.056965
286000,0.128388,0.120779,0.055818
289000,0.128735,0.120705,0.056755
292000,0.128461,0.123559,0.056321
295000,0.130359,0.123095,0.055568
298000,0.131975,0.128747,0.056667
301000,0.135034,0.128039,0.05554
304000,0.13791,0.129223,0.057717
307000,0.133414,0.125959,0.055618
310000,0.135157,0.128651,0.056817
313000,0.139399,0.131192,0.055571
316000,0.137757,0.135001,0.056237
319000,0.139138,0.141497,0.058687
322000,0.142368,0.134223,0.055794
325000,0.145726,0.14526,0.057107
328000,0.151058,0.138519,0.056367
331000,0.143178,0.137386,0.057339
334000,0.152482,0.140178,0.057738
337000,0.148957,0.140469,0.055404
340000,0.151772,0.14064,0.055065
343000,0.150028,0.144246,0.056098
346000,0.150366,0.142329,0.056141
349000,0.147561,0.150486,0.056326
352000,0.152223,0.146864,0.055313
355000,0.151042,0.148359,0.055695
358000,0.158928,0.151945,0.083073
361000,0.155187,0.15257,0.055795
364000,0.157872,0.149747,0.055453
367000,0.155495,0.157504,0.056419
370000,0.154712,0.152083,0.056012
373000,0.156852,0.154927,0.055243
376000,0.157988,0.154811,0.055929
379000,0.155255,0.155538,0.073828
382000,0.160489,0.159124,0.055159
385000,0.157942,0.158429,0.055892
388000,0.159782,0.159833,0.055582
391000,0.160632,0.160716,0.055435
394000,0.160772,0.16124,0.056363
397000,0.163335,0.170726,0.056028
400000,0.165289,0.163406,0.054753
403000,0.166235,0.166815,0.056454
406000,0.169936,0.171445,0.05501
409000,0.191983,0.199854,0.059489
412000,0.176898,0.171034,0.054602
415000,0.173116,0.171615,0.056173
418000,0.208627,0.166868,0.054523
421000,0.174735,0.173979,0.054592
424000,0.173279,0.18025,0.055487
427000,0.180063,0.171689,0.056001
430000,0.173753,0.173004,0.05545
433000,0.190182,0.17791,0.055429
436000,0.17605,0.180069,0.055069
439000,0.177035,0.188041,0.055695
442000,0.178904,0.179702,0.054963
445000,0.17897,0.181533,0.055436
448000,0.1789,0.184049,0.056527
451000,0.181411,0.18174,0.054846
454000,0.181466,0.178405,0.054497
457000,0.184318,0.187153,0.054868
460000,0.183263,0.195267,0.055318
463000,0.185818,0.18821,0.054521
466000,0.194453,0.191332,0.055981
469000,0.188119,0.183557,0.05475
472000,0.190642,0.205314,0.055729
475000,0.18836,0.192043,0.056451
478000,0.186949,0.195131,0.054285
481000,0.19506,0.193501,0.054436
484000,0.19268,0.197408,0.054532
487000,0.195324,0.19854,0.055843
490000,0.196326,0.197205,0.055941
493000,0.198574,0.196272,0.054666
496000,0.211373,0.207573,0.062017
499000,0.204294,0.200769,0.05426
502000,0.207973,0.207488,0.056199
505000,0.195889,0.198476,0.055485
508000,0.200278,0.196376,0.06841
511000,0.203796,0.205214,0.05475
514000,0.211261,0.208249,0.055553
517000,0.205527,0.208071,0.055206
520000,0.205786,0.213175,0.05668
523000,0.211227,0.202121,0.055637
526000,0.197852,0.206187,0.071371
529000,0.207767,0.202626,0.054391
532000,0.214327,0.215004,0.056337
535000,0.211501,0.211196,0.054617
538000,0.209725,0.220417,0.055635
541000,0.206378,0.220385,0.055714
544000,0.211969,0.217615,0.056411
547000,0.213451,0.218056,0.054745
550000,0.215057,0.220988,0.055241
553000,0.217994,0.218352,0.05533
556000,0.218143,0.236214,0.056024
559000,0.214489,0.223177,0.055117
562000,0.217834,0.279395,0.057038
565000,0.218972,0.23032,0.055329
568000,0.225014,0.232851,0.055378
571000,0.218061,0.225104,0.054727
574000,0.225032,0.225392,0.068588
577000,0.22256,0.227442,0.055712
580000,0.233498,0.231181,0.054741
583000,0.224007,0.242621,0.055892
586000,0.227443,0.234684,0.055079
589000,0.225549,0.244006,0.055966
592000,0.228055,0.242164,0.055546
595000,0.225349,0.234234,0.05567
598000,0.230628,0.236114,0.05485
601000,0.227132,0.240493,0.055031
604000,0.228322,0.237982,0.054943
607000,0.230113,0.248409,0.055777
610000,0.227539,0.246953,0.057296
613000,0.231827,0.235078,0.054967
616000,0.234295,0.256582,0.057586
619000,0.23496,0.243836,0.055162
622000,0.235741,0.249149,0.054717
625000,0.23343,0.233366,0.05535
628000,0.235942,0.246243,0.054634
631000,0.246105,0.241251,0.055259
634000,0.243168,0.237942,0.054596
637000,0.251366,0.267543,0.055124
640000,0.249616,0.249064,0.054702
643000,0.252012,0.247291,0.055559
646000,0.288292,0.288556,0.0567
649000,0.251972,0.324055,0.061116
652000,0.401308,0.261043,0.055502
655000,0.244995,0.267372,0.055926
658000,0.246924,0.260466,0.055565
661000,0.258406,0.264667,0.055784
664000,0.236143,0.258115,0.05527
667000,0.251863,0.25804,0.055705
670000,0.244373,0.259784,0.055921
673000,0.246452,0.253,0.056966
676000,0.250947,0.264825,0.055825
679000,0.250737,0.263939,0.055637
682000,0.251346,0.263959,0.05505
685000,0.254236,0.28251,0.056813
688000,0.252082,0.268707,0.054338
691000,0.262557,0.276012,0.054582
694000,0.257314,0.276522,0.054554
697000,0.261608,0.275731,0.055535
700000,0.259208,0.279608,0.053843
703000,0.268964,0.276192,0.05489
706000,0.268144,0.272605,0.054568
709000,0.265008,0.297828,0.055178
712000,0.266231,0.26967,0.05416
715000,0.273985,0.275078,0.055089
718000,0.263878,0.273086,0.055883
721000,0.266759,0.275106,0.055294
724000,0.262201,0.273813,0.054563
727000,0.261885,0.277679,0.055241
730000,0.265529,0.282794,0.056151
733000,0.269381,0.290695,0.05478
736000,0.270723,0.292477,0.05577
739000,0.280006,0.297087,0.055753
742000,0.365243,0.282509,0.054611
745000,0.278043,0.293799,0.055224
748000,0.279726,0.289962,0.055511
751000,0.276025,0.290866,0.054888
754000,0.278424,0.301937,0.056101
757000,0.293969,0.307479,0.055322
760000,0.291427,0.29799,0.054986
763000,0.288053,0.299908,0.054937
766000,0.27826,0.284613,0.057325
769000,0.28337,0.294604,0.054549
772000,0.284916,0.302451,0.055164
775000,0.27864,0.288464,0.054157
778000,0.292662,0.297003,0.055448
781000,0.279995,0.311913,0.055359
784000,0.28756,0.300358,0.054134
787000,0.289335,0.293203,0.054731
790000,0.289863,0.302249,0.054175
793000,0.297172,0.316013,0.056381
796000,0.356837,0.335439,0.089369
799000,0.342612,0.341482,0.060014
802000,0.316604,0.347246,0.057141
805000,0.302396,0.302469,0.056703
808000,0.284494,0.313251,0.055749
811000,0.300748,0.316281,0.055463
814000,0.298419,0.319667,0.055339
817000,0.304254,0.313376,0.054066
820000,0.307897,0.317212,0.054537
823000,0.297257,0.332289,0.054985
826000,0.362225,0.410827,0.063551
829000,0.314342,0.315118,0.054537
832000,0.299613,0.315167,0.064525
835000,0.302878,0.335424,0.055564
838000,0.308023,0.343474,0.055251
841000,0.308089,0.321415,0.053797
844000,0.315563,0.318496,0.054765
847000,0.30654,0.330367,0.054796
850000,0.30579,0.324815,0.05547
853000,0.308443,0.32884,0.054366
856000,0.315676,0.322145,0.054478
859000,0.310554,0.354646,0.055874
862000,0.311921,0.347093,0.056144
865000,0.321675,0.341868,0.056303
868000,0.324508,0.329856,0.055302
871000,0.319891,0.347482,0.054387
874000,0.318923,0.349135,0.05513
877000,0.320702,0.329697,0.055351
880000,0.326505,0.335263,0.056734
883000,0.3185,0.349292,0.055268
886000,0.31693,0.340917,0.055442
889000,0.320532,0.336539,0.054541
892000,0.312611,0.340269,0.056183
895000,0.32698,0.348984,0.054029
898000,0.324585,0.361037,0.053923
901000,0.339848,0.345447,0.057469
904000,0.326165,0.354988,0.05409
907000,0.328441,0.362286,0.057229
910000,0.329786,0.339242,0.054299
913000,0.33161,0.35719,0.055398
916000,0.328155,0.353297,0.062435
919000,0.339127,0.358678,0.055012
922000,0.344556,0.365209,0.055417
925000,0.324405,0.357494,0.054026
928000,0.338212,0.34879,0.054385
931000,0.342003,0.358815,0.054884
934000,0.340233,0.360144,0.054719
937000,0.354496,0.357755,0.054393
940000,0.345694,0.373605,0.055413
943000,0.340946,0.35466,0.055158
946000,0.346576,0.353584,0.054013
949000,0.335559,0.371289,0.054596
952000,0.360599,0.364584,0.054504
955000,0.363321,0.362421,0.054863
958000,0.34693,0.381975,0.054851
961000,0.351592,0.370439,0.054212
964000,0.345033,0.366475,0.055011
967000,0.340436,0.373967,0.054535
970000,0.367352,0.371912,0.054522
973000,0.354526,0.383696,0.055069
976000,0.352572,0.387153,0.055203
979000,0.404351,0.416947,0.059496
982000,0.35525,0.385818,0.055441
985000,0.355336,0.383981,0.055049
988000,0.353848,0.380912,0.054835
991000,0.371671,0.364492,0.05515
994000,0.35487,0.39383,0.054607
997000,0.346442,0.382571,0.054351
1000000,0.361309,0.378659,0.055407
